timestamp,open,high,low,close,volume
2019-12-04 16:00:00,118.6000,118.7600,118.5900,118.6900,138217
2019-12-04 15:59:00,118.6613,118.6900,118.6000,118.6100,55470
2019-12-04 15:58:00,118.6900,118.7000,118.5950,118.6600,62122
2019-12-04 15:57:00,118.6800,118.7000,118.6300,118.6800,43174
2019-12-04 15:56:00,118.7200,118.7500,118.6300,118.6700,84745
2019-12-04 15:55:00,118.7400,118.7500,118.7100,118.7150,44914
2019-12-04 15:54:00,118.7950,118.8000,118.7200,118.7400,38604
2019-12-04 15:53:00,118.7900,118.8050,118.7900,118.8000,26335
2019-12-04 15:52:00,118.8500,118.8550,118.7850,118.7900,28840
2019-12-04 15:51:00,118.7900,118.8600,118.7700,118.8491,17524
2019-12-04 15:50:00,118.8500,118.8550,118.7500,118.7600,51774
2019-12-04 15:49:00,118.7500,118.8500,118.7500,118.8500,13344
2019-12-04 15:48:00,118.7645,118.7750,118.7400,118.7500,10228
2019-12-04 15:47:00,118.8250,118.8350,118.7650,118.7650,27754
2019-12-04 15:46:00,118.7700,118.8350,118.7700,118.8233,25215
2019-12-04 15:45:00,118.7350,118.7800,118.7350,118.7700,23260
2019-12-04 15:44:00,118.7150,118.7400,118.7150,118.7350,21502
2019-12-04 15:43:00,118.7200,118.7300,118.7150,118.7150,18225
2019-12-04 15:42:00,118.7573,118.7573,118.7000,118.7200,20622
2019-12-04 15:41:00,118.7650,118.7700,118.7500,118.7500,122067
2019-12-04 15:40:00,118.7700,118.7750,118.7550,118.7650,16235
2019-12-04 15:39:00,118.7700,118.7800,118.7600,118.7650,13509
2019-12-04 15:38:00,118.7650,118.7900,118.7600,118.7799,18969
2019-12-04 15:37:00,118.7900,118.8000,118.7600,118.7650,11157
2019-12-04 15:36:00,118.7900,118.8100,118.7850,118.8000,16755
2019-12-04 15:35:00,118.7900,118.8200,118.7750,118.7800,22121
2019-12-04 15:34:00,118.7839,118.8000,118.7550,118.7900,8533
2019-12-04 15:33:00,118.8200,118.8200,118.7700,118.7800,22631
2019-12-04 15:32:00,118.8300,118.8400,118.7950,118.8014,16896
2019-12-04 15:31:00,118.8000,118.8400,118.7900,118.8300,26587
2019-12-04 15:30:00,118.7800,118.8000,118.7700,118.7900,11444
2019-12-04 15:29:00,118.7800,118.8100,118.7700,118.7800,10550
2019-12-04 15:28:00,118.7600,118.7800,118.7550,118.7800,7088
2019-12-04 15:27:00,118.7600,118.7700,118.7500,118.7600,12976
2019-12-04 15:26:00,118.7777,118.7800,118.7300,118.7600,13347
2019-12-04 15:25:00,118.7893,118.7893,118.7600,118.7800,7620
2019-12-04 15:24:00,118.8006,118.8100,118.7800,118.7850,12902
2019-12-04 15:23:00,118.8000,118.8200,118.8000,118.8100,12058
2019-12-04 15:22:00,118.7950,118.8000,118.7845,118.8000,9062
