timestamp,open,high,low,close,volume
2019-12-04 16:00:00,38.1400,38.1400,38.1400,38.1400,0
2019-12-04 15:59:00,38.1101,38.1150,38.0800,38.1000,136905
2019-12-04 15:58:00,38.1100,38.1300,38.1100,38.1100,114304
2019-12-04 15:57:00,38.1150,38.1200,38.1100,38.1200,52111
2019-12-04 15:56:00,38.0950,38.1200,38.0900,38.1100,117382
2019-12-04 15:55:00,38.1000,38.1050,38.0900,38.0900,60717
2019-12-04 15:54:00,38.1250,38.1300,38.1000,38.1000,92790
2019-12-04 15:53:00,38.1250,38.1300,38.1200,38.1200,49603
2019-12-04 15:52:00,38.1300,38.1500,38.1200,38.1250,116942
2019-12-04 15:51:00,38.1350,38.1400,38.1300,38.1300,65908
2019-12-04 15:50:00,38.0950,38.1400,38.0950,38.1400,77620
2019-12-04 15:49:00,38.0966,38.1000,38.0800,38.0950,102938
2019-12-04 15:48:00,38.1049,38.1100,38.0900,38.0950,52315
2019-12-04 15:47:00,38.0945,38.1100,38.0900,38.1070,287668
2019-12-04 15:46:00,38.1050,38.1100,38.0900,38.0900,84824
2019-12-04 15:45:00,38.1000,38.1050,38.0900,38.1050,20890
2019-12-04 15:44:00,38.0700,38.1000,38.0647,38.1000,36581
2019-12-04 15:43:00,38.0625,38.0700,38.0600,38.0700,30135
2019-12-04 15:42:00,38.0600,38.0700,38.0600,38.0600,27268
2019-12-04 15:41:00,38.0650,38.0769,38.0600,38.0600,80122
2019-12-04 15:40:00,38.0700,38.0760,38.0600,38.0650,44184
2019-12-04 15:39:00,38.0700,38.0800,38.0700,38.0799,48809
2019-12-04 15:38:00,38.0800,38.0800,38.0700,38.0700,46467
2019-12-04 15:37:00,38.0900,38.1000,38.0700,38.0750,103576
2019-12-04 15:36:00,38.0850,38.0900,38.0800,38.0900,17934
2019-12-04 15:35:00,38.0700,38.0900,38.0650,38.0817,46547
2019-12-04 15:34:00,38.0650,38.0700,38.0600,38.0700,20652
2019-12-04 15:33:00,38.0550,38.0680,38.0500,38.0650,23641
2019-12-04 15:32:00,38.0600,38.0700,38.0500,38.0550,20303
2019-12-04 15:31:00,38.0500,38.0800,38.0400,38.0600,83751
2019-12-04 15:30:00,38.0650,38.0700,38.0400,38.0400,83892
2019-12-04 15:29:00,38.0717,38.0800,38.0600,38.0600,51462
2019-12-04 15:28:00,38.0750,38.0800,38.0700,38.0745,18475
2019-12-04 15:27:00,38.0750,38.0800,38.0650,38.0700,31846
2019-12-04 15:26:00,38.0753,38.0800,38.0700,38.0700,9413
2019-12-04 15:25:00,38.0850,38.0850,38.0700,38.0750,24271
2019-12-04 15:24:00,38.0800,38.0900,38.0800,38.0800,25618
