timestamp,open,high,low,close,volume
2019-12-02 16:00:00,181.9100,182.0400,181.8100,181.9000,224347
2019-12-02 15:59:00,181.9800,182.0200,181.8800,181.8800,80655
2019-12-02 15:58:00,182.0150,182.0600,181.9600,181.9900,68322
2019-12-02 15:57:00,181.9600,182.0700,181.9200,182.0300,71193
2019-12-02 15:56:00,181.9200,182.0600,181.8700,181.9800,59753
2019-12-02 15:55:00,182.0200,182.1000,181.8500,181.8950,58479
2019-12-02 15:54:00,181.9500,182.0300,181.9400,182.0100,25859
2019-12-02 15:53:00,181.9878,182.0150,181.9100,181.9600,23500
2019-12-02 15:52:00,181.9300,182.0400,181.8600,181.9800,32539
2019-12-02 15:51:00,181.9900,182.0000,181.9100,181.9100,59863
2019-12-02 15:50:00,182.0300,182.0500,181.9701,182.0000,8790
2019-12-02 15:49:00,182.1100,182.1100,181.9900,181.9900,11634
2019-12-02 15:48:00,182.1450,182.1800,182.1100,182.1100,5933
2019-12-02 15:47:00,182.1500,182.2000,182.0900,182.1500,9032
2019-12-02 15:46:00,182.1400,182.1800,182.1300,182.1500,10944
2019-12-02 15:45:00,182.0800,182.1700,182.0800,182.1200,10612
2019-12-02 15:44:00,182.0500,182.0800,182.0350,182.0650,12539
2019-12-02 15:43:00,182.0000,182.0500,182.0000,182.0400,5667
2019-12-02 15:42:00,182.0200,182.0250,181.9700,181.9850,9998
2019-12-02 15:41:00,182.0100,182.0300,181.9800,182.0150,9698
2019-12-02 15:40:00,182.1200,182.1400,182.0100,182.0100,14331
2019-12-02 15:39:00,182.0200,182.1600,181.9900,182.1200,16719
2019-12-02 15:38:00,181.9800,182.0500,181.9400,182.0300,13380
2019-12-02 15:37:00,181.9500,182.0000,181.9200,181.9900,10303
2019-12-02 15:36:00,181.8700,181.9700,181.8500,181.9499,16957
2019-12-02 15:35:00,181.8400,181.9100,181.8300,181.8900,12585
2019-12-02 15:34:00,181.6800,181.8200,181.6800,181.8200,9713
2019-12-02 15:33:00,181.6500,181.7000,181.6350,181.6814,10257
2019-12-02 15:32:00,181.7700,181.7700,181.6100,181.6100,5906
2019-12-02 15:31:00,181.7563,181.7600,181.7200,181.7600,8689
2019-12-02 15:30:00,181.7800,181.7800,181.7300,181.7600,8644
2019-12-02 15:29:00,181.7600,181.8100,181.7600,181.8000,9930
2019-12-02 15:28:00,181.6900,181.7700,181.6800,181.7600,14342
2019-12-02 15:27:00,181.7350,181.7500,181.6800,181.7078,11742
2019-12-02 15:26:00,181.8900,181.9100,181.7400,181.7400,16399
2019-12-02 15:25:00,181.8443,181.9000,181.8300,181.8850,6433
2019-12-02 15:24:00,181.8800,181.9200,181.8300,181.8600,5533
2019-12-02 15:23:00,181.9300,181.9300,181.8900,181.9000,6935
2019-12-02 15:22:00,181.9700,181.9800,181.9300,181.9500,5406
2019-12-02 15:21:00,182.0200,182.0200,181.9700,181.9700,7622
2019-12-02 15:20:00,182.0152,182.0400,182.0000,182.0317,8220
2019-12-02 15:19:00,182.0500,182.0500,182.0111,182.0200,4595
2019-12-02 15:18:00,182.0000,182.0600,181.9900,182.0500,9497
2019-12-02 15:17:00,181.9650,182.0100,181.9600,182.0000,23629
2019-12-02 15:16:00,181.9300,181.9700,181.9200,181.9700,8986
2019-12-02 15:15:00,181.9300,181.9600,181.9230,181.9350,4202
2019-12-02 15:14:00,181.8900,181.9400,181.8400,181.9400,9304
2019-12-02 15:13:00,181.9200,181.9200,181.8759,181.9200,3806
2019-12-02 15:12:00,181.8900,181.9400,181.8900,181.9300,5448
2019-12-02 15:11:00,181.9000,181.9100,181.8700,181.8800,7726
2019-12-02 15:10:00,181.9000,181.9000,181.8800,181.9000,4218
2019-12-02 15:09:00,181.8800,181.8900,181.8600,181.8726,6477
2019-12-02 15:08:00,181.8900,181.8971,181.8370,181.8700,4666
2019-12-02 15:07:00,181.9500,181.9600,181.8800,181.9000,6921
2019-12-02 15:06:00,181.9700,182.0000,181.9172,181.9200,5340
2019-12-02 15:05:00,181.9900,181.9900,181.9500,181.9800,5370
2019-12-02 15:04:00,181.9600,181.9900,181.9600,181.9900,4805
2019-12-02 15:03:00,181.9400,181.9700,181.9200,181.9300,5169
2019-12-02 15:02:00,181.9900,181.9900,181.9200,181.9300,6919
2019-12-02 15:01:00,181.9800,182.0000,181.9700,181.9800,10842
2019-12-02 15:00:00,181.9800,182.0000,181.9800,181.9900,8382
2019-12-02 14:59:00,181.9700,182.0000,181.9500,182.0000,20351
2019-12-02 14:58:00,181.9800,181.9870,181.9600,181.9600,5883
2019-12-02 14:57:00,181.9700,182.0000,181.9500,181.9900,13596
2019-12-02 14:56:00,181.9900,182.0500,181.9700,182.0000,20912
2019-12-02 14:55:00,182.0800,182.0863,181.9800,181.9900,4497
2019-12-02 14:54:00,182.1400,182.1400,182.0400,182.0450,6089
2019-12-02 14:53:00,182.0900,182.1500,182.0700,182.1500,8421
2019-12-02 14:52:00,182.2100,182.2100,182.0850,182.0850,10906
2019-12-02 14:51:00,182.1704,182.2500,182.1704,182.1950,5970
2019-12-02 14:50:00,182.2000,182.2500,182.1950,182.2100,2214
2019-12-02 14:49:00,182.2450,182.2600,182.1700,182.1900,4970
2019-12-02 14:48:00,182.2200,182.2800,182.2177,182.2500,3152
2019-12-02 14:47:00,182.2100,182.2400,182.1600,182.2168,10080
2019-12-02 14:46:00,182.2200,182.2900,182.1500,182.2200,29043
2019-12-02 14:45:00,182.1275,182.2100,182.1275,182.1900,4709
2019-12-02 14:44:00,182.0850,182.1699,182.0850,182.1200,3373
2019-12-02 14:43:00,182.0000,182.0800,181.9950,182.0800,5372
2019-12-02 14:42:00,182.0700,182.0700,181.9900,182.0000,4790
2019-12-02 14:41:00,182.0900,182.1200,182.0400,182.0800,9296
2019-12-02 14:40:00,182.0800,182.0900,182.0600,182.0900,2915
2019-12-02 14:39:00,182.0800,182.0992,182.0800,182.0800,1463
2019-12-02 14:38:00,182.1000,182.1000,182.0550,182.1000,3947
2019-12-02 14:37:00,182.1850,182.1850,182.1200,182.1200,5673
2019-12-02 14:36:00,182.2300,182.2400,182.1400,182.1850,14381
2019-12-02 14:35:00,182.0400,182.2300,182.0400,182.2132,11321
2019-12-02 14:34:00,182.0200,182.0500,182.0200,182.0300,3347
2019-12-02 14:33:00,182.0400,182.0600,182.0000,182.0000,3827
2019-12-02 14:32:00,182.0000,182.1000,182.0000,182.0500,6321
