timestamp,open,high,low,close,volume
2019-11-29 13:01:00,151.3800,151.3800,151.3800,151.3800,3873242
2019-11-29 13:00:00,151.5200,151.7600,151.4000,151.4100,813466
2019-11-29 12:59:00,151.4400,151.5300,151.4200,151.5200,156463
2019-11-29 12:58:00,151.3700,151.4700,151.3700,151.4500,108235
2019-11-29 12:57:00,151.4747,151.4800,151.3600,151.3656,79403
2019-11-29 12:56:00,151.4700,151.5200,151.4550,151.4770,77867
2019-11-29 12:55:00,151.5300,151.5600,151.3800,151.4700,170678
2019-11-29 12:54:00,151.5100,151.5700,151.4800,151.5150,58898
2019-11-29 12:53:00,151.4900,151.5200,151.4600,151.5150,52446
2019-11-29 12:52:00,151.5200,151.5400,151.4900,151.5000,43772
2019-11-29 12:51:00,151.4400,151.5500,151.4300,151.5100,85310
2019-11-29 12:50:00,151.5200,151.5200,151.4400,151.4400,31933
2019-11-29 12:49:00,151.4500,151.5100,151.4400,151.5100,53182
2019-11-29 12:48:00,151.4200,151.4700,151.4200,151.4400,46231
2019-11-29 12:47:00,151.3800,151.4300,151.3515,151.4230,39508
2019-11-29 12:46:00,151.3400,151.3900,151.3400,151.3800,41907
2019-11-29 12:45:00,151.3194,151.3400,151.2950,151.3400,35370
2019-11-29 12:44:00,151.3350,151.3650,151.3015,151.3150,41327
2019-11-29 12:43:00,151.3300,151.3400,151.3200,151.3350,21536
2019-11-29 12:42:00,151.3200,151.3300,151.2800,151.3200,38203
2019-11-29 12:41:00,151.3300,151.3300,151.3000,151.3000,39884
2019-11-29 12:40:00,151.4050,151.4050,151.3300,151.3300,36961
2019-11-29 12:39:00,151.4700,151.4700,151.4000,151.4000,31173
2019-11-29 12:38:00,151.4400,151.4900,151.4300,151.4700,28312
2019-11-29 12:37:00,151.4600,151.4600,151.4000,151.4400,28181
2019-11-29 12:36:00,151.4800,151.5000,151.4400,151.4650,33680
2019-11-29 12:35:00,151.4480,151.4900,151.4480,151.4750,17430
2019-11-29 12:34:00,151.4950,151.4950,151.4350,151.4600,28637
2019-11-29 12:33:00,151.4450,151.5298,151.4450,151.4941,49090
2019-11-29 12:32:00,151.4250,151.4700,151.4100,151.4500,16750
2019-11-29 12:31:00,151.3900,151.4800,151.3800,151.4250,31839
2019-11-29 12:30:00,151.4101,151.4149,151.3900,151.3900,23225
2019-11-29 12:29:00,151.3910,151.4350,151.3900,151.4200,37099
2019-11-29 12:28:00,151.4600,151.4600,151.3900,151.3900,37438
2019-11-29 12:27:00,151.4550,151.4732,151.4200,151.4600,26162
2019-11-29 12:26:00,151.4500,151.4600,151.4300,151.4600,15832
2019-11-29 12:25:00,151.4800,151.5100,151.4500,151.4500,14500
2019-11-29 12:24:00,151.4100,151.4800,151.4000,151.4700,26714
2019-11-29 12:23:00,151.4200,151.4300,151.4000,151.4100,33901
2019-11-29 12:22:00,151.4800,151.5200,151.4200,151.4250,26131
2019-11-29 12:21:00,151.4600,151.4800,151.4400,151.4750,16808
2019-11-29 12:20:00,151.4183,151.4700,151.4183,151.4635,20247
2019-11-29 12:19:00,151.4650,151.4700,151.4100,151.4100,39816
2019-11-29 12:18:00,151.5750,151.5750,151.4600,151.4650,54147
2019-11-29 12:17:00,151.5855,151.6000,151.5700,151.5750,22669
2019-11-29 12:16:00,151.6200,151.6300,151.5750,151.5844,17427
2019-11-29 12:15:00,151.6100,151.6100,151.5700,151.6100,30972
2019-11-29 12:14:00,151.6500,151.6700,151.6100,151.6166,32631
2019-11-29 12:13:00,151.6800,151.6853,151.6400,151.6400,23517
2019-11-29 12:12:00,151.7050,151.7050,151.6800,151.6800,63318
2019-11-29 12:09:00,151.7050,151.7050,151.6500,151.6750,41720
2019-11-29 12:07:00,151.7500,151.7600,151.7200,151.7500,5959
2019-11-29 12:06:00,151.7850,151.7900,151.7400,151.7500,16699
2019-11-29 12:05:00,151.7500,151.8100,151.7450,151.7900,28818
2019-11-29 12:04:00,151.7050,151.7600,151.7000,151.7568,31532
2019-11-29 12:03:00,151.7011,151.7100,151.7000,151.7000,13908
2019-11-29 12:02:00,151.7400,151.7400,151.7000,151.7050,18479
2019-11-29 12:01:00,151.7900,151.7900,151.7300,151.7368,14384
2019-11-29 12:00:00,151.7900,151.8100,151.7900,151.7950,6960
2019-11-29 11:59:00,151.7450,151.8100,151.7250,151.7950,24273
2019-11-29 11:58:00,151.8072,151.8100,151.7300,151.7400,30685
2019-11-29 11:57:00,151.7750,151.8100,151.7700,151.8000,25614
2019-11-29 11:56:00,151.7481,151.7600,151.7050,151.7600,30349
2019-11-29 11:55:00,151.7200,151.7500,151.6900,151.7500,28720
2019-11-29 11:54:00,151.6600,151.7400,151.6600,151.7244,29174
2019-11-29 11:53:00,151.5900,151.6850,151.5900,151.6700,53531
2019-11-29 11:52:00,151.6050,151.6300,151.5100,151.5910,79398
2019-11-29 11:51:00,151.6100,151.6300,151.5850,151.6100,38755
